department,commodity_desc,week_no,weekly_sales_value
PRODUCE,SQUASH,40,36.52
PRODUCE,SQUASH,41,39.86
PRODUCE,SQUASH,42,32.9
PRODUCE,SQUASH,43,37.52
PRODUCE,SQUASH,44,31.57
PRODUCE,SQUASH,45,28.11
PRODUCE,SQUASH,46,34.74
PRODUCE,SQUASH,47,26.94
PRODUCE,SQUASH,48,30.73
PRODUCE,SQUASH,49,8.88
PRODUCE,SQUASH,50,22.18
PRODUCE,SQUASH,51,33.17
PRODUCE,SQUASH,52,38.34
PRODUCE,SQUASH,53,49.56
PRODUCE,SQUASH,54,30.57
PRODUCE,SQUASH,55,35.96
PRODUCE,SQUASH,56,34.77
PRODUCE,SQUASH,57,35.41
PRODUCE,SQUASH,58,42.04
PRODUCE,SQUASH,59,28.66
PRODUCE,SQUASH,60,24.28
PRODUCE,SQUASH,61,22.61
PRODUCE,SQUASH,62,32.72
PRODUCE,SQUASH,63,39.3
PRODUCE,SQUASH,64,42.36
PRODUCE,SQUASH,65,41.69
PRODUCE,SQUASH,66,20.25
PRODUCE,SQUASH,67,40.36
PRODUCE,SQUASH,68,55.6
PRODUCE,SQUASH,69,36.2
PRODUCE,SQUASH,70,29.73
PRODUCE,SQUASH,71,29.45
PRODUCE,SQUASH,72,32.83
PRODUCE,SQUASH,73,46.05
PRODUCE,SQUASH,74,28.09
PRODUCE,SQUASH,75,41.42
PRODUCE,SQUASH,76,23.86
PRODUCE,SQUASH,77,39.94
PRODUCE,SQUASH,78,53.07
PRODUCE,SQUASH,79,46.97
PRODUCE,SQUASH,80,54.2
PRODUCE,SQUASH,81,39.41
PRODUCE,SQUASH,82,48.96
PRODUCE,SQUASH,83,45.37
PRODUCE,SQUASH,84,41.62
PRODUCE,SQUASH,85,52.85
PRODUCE,SQUASH,86,25.02
PRODUCE,SQUASH,87,47.91
PRODUCE,SQUASH,88,24.31
PRODUCE,SQUASH,89,27.76
PRODUCE,SQUASH,90,32.53
PRODUCE,SQUASH,91,33.54
PRODUCE,SQUASH,92,25.64
PRODUCE,SQUASH,93,29.88
PRODUCE,SQUASH,94,42.16
PRODUCE,SQUASH,95,21.29
PRODUCE,SQUASH,96,44.97
PRODUCE,SQUASH,97,55.41
PRODUCE,SQUASH,98,62.49
PRODUCE,SQUASH,99,69.19
PRODUCE,SQUASH,100,43.84
PRODUCE,SQUASH,101,36.39
PRODUCE,SQUASH,102,10.33
PRODUCE,STONE FRUIT,1,6.34
PRODUCE,STONE FRUIT,3,7.64
PRODUCE,STONE FRUIT,4,6.01
PRODUCE,STONE FRUIT,6,1.05
PRODUCE,STONE FRUIT,7,4.22
PRODUCE,STONE FRUIT,8,20.45
PRODUCE,STONE FRUIT,9,59.7
PRODUCE,STONE FRUIT,10,110.92
PRODUCE,STONE FRUIT,11,185.86
PRODUCE,STONE FRUIT,12,192.15
PRODUCE,STONE FRUIT,13,179.88
PRODUCE,STONE FRUIT,14,599.35
PRODUCE,STONE FRUIT,15,729.82
PRODUCE,STONE FRUIT,16,711.7
PRODUCE,STONE FRUIT,17,566.28
PRODUCE,STONE FRUIT,18,600.22
PRODUCE,STONE FRUIT,19,450.47
PRODUCE,STONE FRUIT,20,376.52
PRODUCE,STONE FRUIT,21,312.73
PRODUCE,STONE FRUIT,22,251.91
PRODUCE,STONE FRUIT,23,198.6
PRODUCE,STONE FRUIT,24,244.4
PRODUCE,STONE FRUIT,25,227.78
PRODUCE,STONE FRUIT,26,182.83
PRODUCE,STONE FRUIT,27,150.68
PRODUCE,STONE FRUIT,28,141.49
PRODUCE,STONE FRUIT,29,97.18
PRODUCE,STONE FRUIT,30,77.77
PRODUCE,STONE FRUIT,31,49.28
PRODUCE,STONE FRUIT,32,46.3
PRODUCE,STONE FRUIT,33,7.48
PRODUCE,STONE FRUIT,34,7.27
PRODUCE,STONE FRUIT,35,0.76
PRODUCE,STONE FRUIT,36,0.0
PRODUCE,STONE FRUIT,37,9.13
PRODUCE,STONE FRUIT,38,5.09
PRODUCE,STONE FRUIT,39,2.6
PRODUCE,STONE FRUIT,40,0.0
PRODUCE,STONE FRUIT,41,15.56
PRODUCE,STONE FRUIT,42,21.49
PRODUCE,STONE FRUIT,43,30.31
PRODUCE,STONE FRUIT,44,20.2
PRODUCE,STONE FRUIT,45,10.24
PRODUCE,STONE FRUIT,46,56.6
PRODUCE,STONE FRUIT,47,134.35
PRODUCE,STONE FRUIT,48,57.74
PRODUCE,STONE FRUIT,49,25.66
PRODUCE,STONE FRUIT,50,83.37
PRODUCE,STONE FRUIT,51,58.09
PRODUCE,STONE FRUIT,52,38.72
PRODUCE,STONE FRUIT,53,17.56
PRODUCE,STONE FRUIT,54,12.92
PRODUCE,STONE FRUIT,55,14.83
PRODUCE,STONE FRUIT,56,7.43
PRODUCE,STONE FRUIT,57,14.7
PRODUCE,STONE FRUIT,58,9.35
PRODUCE,STONE FRUIT,59,3.79
PRODUCE,STONE FRUIT,60,12.87
PRODUCE,STONE FRUIT,61,11.39
PRODUCE,STONE FRUIT,62,60.64
PRODUCE,STONE FRUIT,63,127.33
PRODUCE,STONE FRUIT,64,156.48
PRODUCE,STONE FRUIT,65,283.4
PRODUCE,STONE FRUIT,66,596.43
PRODUCE,STONE FRUIT,67,845.73
PRODUCE,STONE FRUIT,68,635.39
PRODUCE,STONE FRUIT,69,806.98
PRODUCE,STONE FRUIT,70,657.73
PRODUCE,STONE FRUIT,71,697.68
PRODUCE,STONE FRUIT,72,642.71
PRODUCE,STONE FRUIT,73,464.72
PRODUCE,STONE FRUIT,74,460.7
PRODUCE,STONE FRUIT,75,408.42
PRODUCE,STONE FRUIT,76,337.96
PRODUCE,STONE FRUIT,77,284.43
PRODUCE,STONE FRUIT,78,284.86
PRODUCE,STONE FRUIT,79,230.51
PRODUCE,STONE FRUIT,80,166.27
PRODUCE,STONE FRUIT,81,279.32
PRODUCE,STONE FRUIT,82,128.09
PRODUCE,STONE FRUIT,83,60.92
PRODUCE,STONE FRUIT,84,10.05
PRODUCE,STONE FRUIT,85,4.15
PRODUCE,STONE FRUIT,86,0.0
PRODUCE,STONE FRUIT,87,5.93
PRODUCE,STONE FRUIT,88,3.18
PRODUCE,STONE FRUIT,89,10.32
PRODUCE,STONE FRUIT,90,8.05
PRODUCE,STONE FRUIT,92,26.5
PRODUCE,STONE FRUIT,93,20.31
PRODUCE,STONE FRUIT,94,28.72
PRODUCE,STONE FRUIT,95,68.18
PRODUCE,STONE FRUIT,96,56.79
PRODUCE,STONE FRUIT,97,18.92
PRODUCE,STONE FRUIT,98,40.09
PRODUCE,STONE FRUIT,99,95.05
PRODUCE,STONE FRUIT,100,30.37
PRODUCE,STONE FRUIT,101,56.02
PRODUCE,STONE FRUIT,102,50.64
PRODUCE,TOMATOES,1,45.97
PRODUCE,TOMATOES,2,75.19
PRODUCE,TOMATOES,3,87.36
PRODUCE,TOMATOES,4,112.48
PRODUCE,TOMATOES,5,124.5
PRODUCE,TOMATOES,6,149.74
PRODUCE,TOMATOES,7,217.22
PRODUCE,TOMATOES,8,154.65
PRODUCE,TOMATOES,9,232.82
PRODUCE,TOMATOES,10,310.08
PRODUCE,TOMATOES,11,305.42
PRODUCE,TOMATOES,12,341.01
PRODUCE,TOMATOES,13,309.35
PRODUCE,TOMATOES,14,452.74
PRODUCE,TOMATOES,15,498.58
PRODUCE,TOMATOES,16,371.38
PRODUCE,TOMATOES,17,355.02
PRODUCE,TOMATOES,18,424.26
PRODUCE,TOMATOES,19,326.92
PRODUCE,TOMATOES,20,310.36
PRODUCE,TOMATOES,21,318.08
PRODUCE,TOMATOES,22,274.32
PRODUCE,TOMATOES,23,217.2
PRODUCE,TOMATOES,24,315.17
PRODUCE,TOMATOES,25,334.0
PRODUCE,TOMATOES,26,272.96
PRODUCE,TOMATOES,27,284.71
PRODUCE,TOMATOES,28,344.94
PRODUCE,TOMATOES,29,364.05
PRODUCE,TOMATOES,30,331.37
PRODUCE,TOMATOES,31,332.94
PRODUCE,TOMATOES,32,405.43
PRODUCE,TOMATOES,33,411.92
PRODUCE,TOMATOES,34,341.55
PRODUCE,TOMATOES,35,373.35
PRODUCE,TOMATOES,36,321.4
PRODUCE,TOMATOES,37,447.05
PRODUCE,TOMATOES,38,296.85
PRODUCE,TOMATOES,39,367.37
PRODUCE,TOMATOES,40,353.5
PRODUCE,TOMATOES,41,598.27
PRODUCE,TOMATOES,42,506.08
PRODUCE,TOMATOES,43,452.57
PRODUCE,TOMATOES,44,427.99
PRODUCE,TOMATOES,45,474.8
PRODUCE,TOMATOES,46,578.15
PRODUCE,TOMATOES,47,533.78
PRODUCE,TOMATOES,48,400.54
PRODUCE,TOMATOES,49,424.65
PRODUCE,TOMATOES,50,504.06
PRODUCE,TOMATOES,51,433.41
PRODUCE,TOMATOES,52,412.03
PRODUCE,TOMATOES,53,450.21
PRODUCE,TOMATOES,54,569.42
PRODUCE,TOMATOES,55,374.33
PRODUCE,TOMATOES,56,584.69
PRODUCE,TOMATOES,57,550.36
PRODUCE,TOMATOES,58,508.71
PRODUCE,TOMATOES,59,549.81
PRODUCE,TOMATOES,60,536.87
PRODUCE,TOMATOES,61,559.86
PRODUCE,TOMATOES,62,553.65
PRODUCE,TOMATOES,63,534.73
PRODUCE,TOMATOES,64,566.23
PRODUCE,TOMATOES,65,608.96
PRODUCE,TOMATOES,66,453.18
PRODUCE,TOMATOES,67,537.98
PRODUCE,TOMATOES,68,491.33
PRODUCE,TOMATOES,69,485.81
PRODUCE,TOMATOES,70,545.73
PRODUCE,TOMATOES,71,439.5
PRODUCE,TOMATOES,72,432.74
PRODUCE,TOMATOES,73,322.16
PRODUCE,TOMATOES,74,309.64
PRODUCE,TOMATOES,75,331.14
PRODUCE,TOMATOES,76,405.58
PRODUCE,TOMATOES,77,389.38
PRODUCE,TOMATOES,78,415.87
PRODUCE,TOMATOES,79,438.76
PRODUCE,TOMATOES,80,470.3
PRODUCE,TOMATOES,81,556.82
PRODUCE,TOMATOES,82,475.04
PRODUCE,TOMATOES,83,540.29
PRODUCE,TOMATOES,84,570.69
PRODUCE,TOMATOES,85,559.5
PRODUCE,TOMATOES,86,511.4
PRODUCE,TOMATOES,87,471.55
PRODUCE,TOMATOES,88,382.4
PRODUCE,TOMATOES,89,522.52
PRODUCE,TOMATOES,90,504.37
PRODUCE,TOMATOES,91,434.0
PRODUCE,TOMATOES,92,443.51
PRODUCE,TOMATOES,93,557.44
PRODUCE,TOMATOES,94,601.16
PRODUCE,TOMATOES,95,596.28
PRODUCE,TOMATOES,96,441.35
PRODUCE,TOMATOES,97,499.13
PRODUCE,TOMATOES,98,456.81
PRODUCE,TOMATOES,99,457.34
PRODUCE,TOMATOES,100,420.14
PRODUCE,TOMATOES,101,549.39
PRODUCE,TOMATOES,102,234.19
PRODUCE,TROPICAL FRUIT,1,58.91
PRODUCE,TROPICAL FRUIT,2,56.53
PRODUCE,TROPICAL FRUIT,3,70.0
PRODUCE,TROPICAL FRUIT,4,105.32
PRODUCE,TROPICAL FRUIT,5,134.36
PRODUCE,TROPICAL FRUIT,6,198.64
PRODUCE,TROPICAL FRUIT,7,151.15
PRODUCE,TROPICAL FRUIT,8,148.81
PRODUCE,TROPICAL FRUIT,9,198.29
PRODUCE,TROPICAL FRUIT,10,248.07
PRODUCE,TROPICAL FRUIT,11,300.15
PRODUCE,TROPICAL FRUIT,12,268.79
PRODUCE,TROPICAL FRUIT,13,302.28
PRODUCE,TROPICAL FRUIT,14,320.15
PRODUCE,TROPICAL FRUIT,15,348.54
PRODUCE,TROPICAL FRUIT,16,367.99
PRODUCE,TROPICAL FRUIT,17,376.45
PRODUCE,TROPICAL FRUIT,18,386.82
PRODUCE,TROPICAL FRUIT,19,372.41
PRODUCE,TROPICAL FRUIT,20,442.99
PRODUCE,TROPICAL FRUIT,21,429.42
PRODUCE,TROPICAL FRUIT,22,415.94
PRODUCE,TROPICAL FRUIT,23,348.75
PRODUCE,TROPICAL FRUIT,24,479.46
PRODUCE,TROPICAL FRUIT,25,378.68
PRODUCE,TROPICAL FRUIT,26,418.35
PRODUCE,TROPICAL FRUIT,27,400.16
PRODUCE,TROPICAL FRUIT,28,447.17
PRODUCE,TROPICAL FRUIT,29,336.65
PRODUCE,TROPICAL FRUIT,30,347.45
PRODUCE,TROPICAL FRUIT,31,366.88
PRODUCE,TROPICAL FRUIT,32,422.35
PRODUCE,TROPICAL FRUIT,33,422.23
PRODUCE,TROPICAL FRUIT,34,414.15
PRODUCE,TROPICAL FRUIT,35,406.47
PRODUCE,TROPICAL FRUIT,36,381.1
PRODUCE,TROPICAL FRUIT,37,446.24
PRODUCE,TROPICAL FRUIT,38,322.11
PRODUCE,TROPICAL FRUIT,39,398.17
PRODUCE,TROPICAL FRUIT,40,355.58
PRODUCE,TROPICAL FRUIT,41,407.94
PRODUCE,TROPICAL FRUIT,42,444.48
PRODUCE,TROPICAL FRUIT,43,425.25
PRODUCE,TROPICAL FRUIT,44,481.43
PRODUCE,TROPICAL FRUIT,45,422.32
PRODUCE,TROPICAL FRUIT,46,469.86
PRODUCE,TROPICAL FRUIT,47,360.69
PRODUCE,TROPICAL FRUIT,48,394.49
PRODUCE,TROPICAL FRUIT,49,428.32
PRODUCE,TROPICAL FRUIT,50,473.39
PRODUCE,TROPICAL FRUIT,51,455.23
PRODUCE,TROPICAL FRUIT,52,459.19
PRODUCE,TROPICAL FRUIT,53,488.53
PRODUCE,TROPICAL FRUIT,54,460.14
PRODUCE,TROPICAL FRUIT,55,504.25
PRODUCE,TROPICAL FRUIT,56,482.61
PRODUCE,TROPICAL FRUIT,57,458.49
PRODUCE,TROPICAL FRUIT,58,467.3
PRODUCE,TROPICAL FRUIT,59,532.84
PRODUCE,TROPICAL FRUIT,60,468.86
PRODUCE,TROPICAL FRUIT,61,456.73
PRODUCE,TROPICAL FRUIT,62,476.4
PRODUCE,TROPICAL FRUIT,63,523.81
PRODUCE,TROPICAL FRUIT,64,487.29
PRODUCE,TROPICAL FRUIT,65,475.64
PRODUCE,TROPICAL FRUIT,66,422.71
PRODUCE,TROPICAL FRUIT,67,454.59
PRODUCE,TROPICAL FRUIT,68,512.66
PRODUCE,TROPICAL FRUIT,69,503.55
PRODUCE,TROPICAL FRUIT,70,442.73
PRODUCE,TROPICAL FRUIT,71,477.26
PRODUCE,TROPICAL FRUIT,72,464.32
PRODUCE,TROPICAL FRUIT,73,429.5
PRODUCE,TROPICAL FRUIT,74,439.34
PRODUCE,TROPICAL FRUIT,75,467.44
PRODUCE,TROPICAL FRUIT,76,486.64
PRODUCE,TROPICAL FRUIT,77,408.2
PRODUCE,TROPICAL FRUIT,78,416.62
PRODUCE,TROPICAL FRUIT,79,422.66
PRODUCE,TROPICAL FRUIT,80,437.91
PRODUCE,TROPICAL FRUIT,81,493.38
PRODUCE,TROPICAL FRUIT,82,479.65
PRODUCE,TROPICAL FRUIT,83,437.19
PRODUCE,TROPICAL FRUIT,84,427.37
PRODUCE,TROPICAL FRUIT,85,500.28
PRODUCE,TROPICAL FRUIT,86,443.32
PRODUCE,TROPICAL FRUIT,87,451.58
PRODUCE,TROPICAL FRUIT,88,395.13
PRODUCE,TROPICAL FRUIT,89,497.16
PRODUCE,TROPICAL FRUIT,90,408.38
PRODUCE,TROPICAL FRUIT,91,415.61
PRODUCE,TROPICAL FRUIT,92,412.41
PRODUCE,TROPICAL FRUIT,93,445.8
PRODUCE,TROPICAL FRUIT,94,438.81
PRODUCE,TROPICAL FRUIT,95,442.74
PRODUCE,TROPICAL FRUIT,96,427.19
PRODUCE,TROPICAL FRUIT,97,432.22
PRODUCE,TROPICAL FRUIT,98,459.5
PRODUCE,TROPICAL FRUIT,99,422.14
PRODUCE,TROPICAL FRUIT,100,340.37
PRODUCE,TROPICAL FRUIT,101,466.55
PRODUCE,TROPICAL FRUIT,102,228.88
PRODUCE,VALUE ADDED FRUIT,1,29.33
PRODUCE,VALUE ADDED FRUIT,2,29.25
PRODUCE,VALUE ADDED FRUIT,3,64.82
PRODUCE,VALUE ADDED FRUIT,4,101.44
PRODUCE,VALUE ADDED FRUIT,5,94.5
PRODUCE,VALUE ADDED FRUIT,6,141.0
PRODUCE,VALUE ADDED FRUIT,7,117.55
PRODUCE,VALUE ADDED FRUIT,8,112.43
PRODUCE,VALUE ADDED FRUIT,9,117.67
PRODUCE,VALUE ADDED FRUIT,10,191.75
PRODUCE,VALUE ADDED FRUIT,11,150.07
PRODUCE,VALUE ADDED FRUIT,12,220.25
PRODUCE,VALUE ADDED FRUIT,13,232.82
PRODUCE,VALUE ADDED FRUIT,14,202.67
PRODUCE,VALUE ADDED FRUIT,15,222.46
PRODUCE,VALUE ADDED FRUIT,16,288.77
PRODUCE,VALUE ADDED FRUIT,17,272.27
PRODUCE,VALUE ADDED FRUIT,18,258.39
PRODUCE,VALUE ADDED FRUIT,19,229.55
PRODUCE,VALUE ADDED FRUIT,20,232.18
PRODUCE,VALUE ADDED FRUIT,21,213.22
PRODUCE,VALUE ADDED FRUIT,22,267.77
PRODUCE,VALUE ADDED FRUIT,23,179.33
PRODUCE,VALUE ADDED FRUIT,24,248.91
PRODUCE,VALUE ADDED FRUIT,25,269.84
PRODUCE,VALUE ADDED FRUIT,26,212.58
PRODUCE,VALUE ADDED FRUIT,27,162.52
PRODUCE,VALUE ADDED FRUIT,28,193.53
PRODUCE,VALUE ADDED FRUIT,29,191.32
PRODUCE,VALUE ADDED FRUIT,30,158.03
PRODUCE,VALUE ADDED FRUIT,31,127.31
PRODUCE,VALUE ADDED FRUIT,32,182.31
PRODUCE,VALUE ADDED FRUIT,33,157.44
PRODUCE,VALUE ADDED FRUIT,34,103.76
PRODUCE,VALUE ADDED FRUIT,35,148.94
PRODUCE,VALUE ADDED FRUIT,36,71.9
PRODUCE,VALUE ADDED FRUIT,37,186.65
PRODUCE,VALUE ADDED FRUIT,38,103.12
PRODUCE,VALUE ADDED FRUIT,39,100.66
PRODUCE,VALUE ADDED FRUIT,40,159.9
PRODUCE,VALUE ADDED FRUIT,41,207.94
PRODUCE,VALUE ADDED FRUIT,42,214.41
PRODUCE,VALUE ADDED FRUIT,43,198.0
PRODUCE,VALUE ADDED FRUIT,44,197.46
PRODUCE,VALUE ADDED FRUIT,45,219.8
PRODUCE,VALUE ADDED FRUIT,46,179.32
PRODUCE,VALUE ADDED FRUIT,47,207.88
PRODUCE,VALUE ADDED FRUIT,48,174.41
PRODUCE,VALUE ADDED FRUIT,49,236.38
PRODUCE,VALUE ADDED FRUIT,50,254.37
PRODUCE,VALUE ADDED FRUIT,51,136.34
PRODUCE,VALUE ADDED FRUIT,52,204.47
PRODUCE,VALUE ADDED FRUIT,53,160.54
PRODUCE,VALUE ADDED FRUIT,54,192.2
PRODUCE,VALUE ADDED FRUIT,55,194.49
PRODUCE,VALUE ADDED FRUIT,56,372.17
PRODUCE,VALUE ADDED FRUIT,57,269.52
PRODUCE,VALUE ADDED FRUIT,58,158.29
PRODUCE,VALUE ADDED FRUIT,59,293.53
PRODUCE,VALUE ADDED FRUIT,60,233.35
PRODUCE,VALUE ADDED FRUIT,61,247.31
PRODUCE,VALUE ADDED FRUIT,62,307.91
PRODUCE,VALUE ADDED FRUIT,63,299.89
PRODUCE,VALUE ADDED FRUIT,64,289.56
PRODUCE,VALUE ADDED FRUIT,65,295.19
PRODUCE,VALUE ADDED FRUIT,66,255.86
PRODUCE,VALUE ADDED FRUIT,67,335.77
PRODUCE,VALUE ADDED FRUIT,68,225.95
PRODUCE,VALUE ADDED FRUIT,69,198.62
PRODUCE,VALUE ADDED FRUIT,70,200.19
PRODUCE,VALUE ADDED FRUIT,71,181.7
PRODUCE,VALUE ADDED FRUIT,72,266.74
PRODUCE,VALUE ADDED FRUIT,73,240.27
PRODUCE,VALUE ADDED FRUIT,74,154.34
PRODUCE,VALUE ADDED FRUIT,75,201.97
PRODUCE,VALUE ADDED FRUIT,76,234.6
PRODUCE,VALUE ADDED FRUIT,77,241.1
PRODUCE,VALUE ADDED FRUIT,78,210.19
PRODUCE,VALUE ADDED FRUIT,79,163.05
PRODUCE,VALUE ADDED FRUIT,80,186.47
PRODUCE,VALUE ADDED FRUIT,81,170.62
PRODUCE,VALUE ADDED FRUIT,82,156.77
PRODUCE,VALUE ADDED FRUIT,83,170.3
PRODUCE,VALUE ADDED FRUIT,84,167.01
PRODUCE,VALUE ADDED FRUIT,85,180.42
PRODUCE,VALUE ADDED FRUIT,86,140.43
PRODUCE,VALUE ADDED FRUIT,87,134.44
PRODUCE,VALUE ADDED FRUIT,88,139.02
PRODUCE,VALUE ADDED FRUIT,89,129.84
PRODUCE,VALUE ADDED FRUIT,90,100.96
PRODUCE,VALUE ADDED FRUIT,91,137.45
PRODUCE,VALUE ADDED FRUIT,92,237.82
PRODUCE,VALUE ADDED FRUIT,93,209.53
PRODUCE,VALUE ADDED FRUIT,94,125.65
PRODUCE,VALUE ADDED FRUIT,95,138.02
PRODUCE,VALUE ADDED FRUIT,96,113.42
PRODUCE,VALUE ADDED FRUIT,97,119.29
PRODUCE,VALUE ADDED FRUIT,98,130.33
PRODUCE,VALUE ADDED FRUIT,99,161.1
PRODUCE,VALUE ADDED FRUIT,100,112.77
PRODUCE,VALUE ADDED FRUIT,101,149.85
PRODUCE,VALUE ADDED FRUIT,102,94.21
PRODUCE,VALUE ADDED VEGETABLES,1,24.65
PRODUCE,VALUE ADDED VEGETABLES,2,5.98
PRODUCE,VALUE ADDED VEGETABLES,3,19.97
PRODUCE,VALUE ADDED VEGETABLES,4,27.94
PRODUCE,VALUE ADDED VEGETABLES,5,6.97
PRODUCE,VALUE ADDED VEGETABLES,6,25.12
PRODUCE,VALUE ADDED VEGETABLES,7,23.12
PRODUCE,VALUE ADDED VEGETABLES,8,29.12
PRODUCE,VALUE ADDED VEGETABLES,9,23.65
PRODUCE,VALUE ADDED VEGETABLES,10,41.3
PRODUCE,VALUE ADDED VEGETABLES,11,48.76
PRODUCE,VALUE ADDED VEGETABLES,12,37.9
PRODUCE,VALUE ADDED VEGETABLES,13,90.98
PRODUCE,VALUE ADDED VEGETABLES,14,60.54
PRODUCE,VALUE ADDED VEGETABLES,15,85.25
PRODUCE,VALUE ADDED VEGETABLES,16,40.83
PRODUCE,VALUE ADDED VEGETABLES,17,64.92
PRODUCE,VALUE ADDED VEGETABLES,18,54.87
PRODUCE,VALUE ADDED VEGETABLES,19,61.66
PRODUCE,VALUE ADDED VEGETABLES,20,107.83
PRODUCE,VALUE ADDED VEGETABLES,21,61.4
PRODUCE,VALUE ADDED VEGETABLES,22,51.88
PRODUCE,VALUE ADDED VEGETABLES,23,97.25
PRODUCE,VALUE ADDED VEGETABLES,24,68.91
PRODUCE,VALUE ADDED VEGETABLES,25,113.11
PRODUCE,VALUE ADDED VEGETABLES,26,53.87
PRODUCE,VALUE ADDED VEGETABLES,27,99.34
PRODUCE,VALUE ADDED VEGETABLES,28,76.47
PRODUCE,VALUE ADDED VEGETABLES,29,73.81
PRODUCE,VALUE ADDED VEGETABLES,30,89.67
PRODUCE,VALUE ADDED VEGETABLES,31,27.9
PRODUCE,VALUE ADDED VEGETABLES,32,72.2
PRODUCE,VALUE ADDED VEGETABLES,33,75.67
PRODUCE,VALUE ADDED VEGETABLES,34,70.24
PRODUCE,VALUE ADDED VEGETABLES,35,161.23
PRODUCE,VALUE ADDED VEGETABLES,36,99.31
PRODUCE,VALUE ADDED VEGETABLES,37,102.8
PRODUCE,VALUE ADDED VEGETABLES,38,61.16
PRODUCE,VALUE ADDED VEGETABLES,39,100.87
PRODUCE,VALUE ADDED VEGETABLES,40,152.8
PRODUCE,VALUE ADDED VEGETABLES,41,140.14
PRODUCE,VALUE ADDED VEGETABLES,42,129.98
PRODUCE,VALUE ADDED VEGETABLES,43,98.25
PRODUCE,VALUE ADDED VEGETABLES,44,101.54
PRODUCE,VALUE ADDED VEGETABLES,45,87.32
PRODUCE,VALUE ADDED VEGETABLES,46,124.25
PRODUCE,VALUE ADDED VEGETABLES,47,64.54
PRODUCE,VALUE ADDED VEGETABLES,48,73.26
PRODUCE,VALUE ADDED VEGETABLES,49,82.34
PRODUCE,VALUE ADDED VEGETABLES,50,107.74
PRODUCE,VALUE ADDED VEGETABLES,51,80.48
PRODUCE,VALUE ADDED VEGETABLES,52,55.07
PRODUCE,VALUE ADDED VEGETABLES,53,71.13
PRODUCE,VALUE ADDED VEGETABLES,54,95.55
PRODUCE,VALUE ADDED VEGETABLES,55,84.72
PRODUCE,VALUE ADDED VEGETABLES,56,109.99
PRODUCE,VALUE ADDED VEGETABLES,57,68.17
PRODUCE,VALUE ADDED VEGETABLES,58,66.32
PRODUCE,VALUE ADDED VEGETABLES,59,109.21
PRODUCE,VALUE ADDED VEGETABLES,60,104.96
PRODUCE,VALUE ADDED VEGETABLES,61,58.08
PRODUCE,VALUE ADDED VEGETABLES,62,110.67
PRODUCE,VALUE ADDED VEGETABLES,63,110.56
PRODUCE,VALUE ADDED VEGETABLES,64,65.61
PRODUCE,VALUE ADDED VEGETABLES,65,81.1
PRODUCE,VALUE ADDED VEGETABLES,66,52.91
PRODUCE,VALUE ADDED VEGETABLES,67,112.77
PRODUCE,VALUE ADDED VEGETABLES,68,40.93
PRODUCE,VALUE ADDED VEGETABLES,69,76.08
PRODUCE,VALUE ADDED VEGETABLES,70,48.11
PRODUCE,VALUE ADDED VEGETABLES,71,67.04
PRODUCE,VALUE ADDED VEGETABLES,72,69.85
PRODUCE,VALUE ADDED VEGETABLES,73,42.98
PRODUCE,VALUE ADDED VEGETABLES,74,30.21
PRODUCE,VALUE ADDED VEGETABLES,75,43.35
PRODUCE,VALUE ADDED VEGETABLES,76,91.57
PRODUCE,VALUE ADDED VEGETABLES,77,107.37
PRODUCE,VALUE ADDED VEGETABLES,78,66.47
PRODUCE,VALUE ADDED VEGETABLES,79,60.61
PRODUCE,VALUE ADDED VEGETABLES,80,61.38
PRODUCE,VALUE ADDED VEGETABLES,81,70.36
PRODUCE,VALUE ADDED VEGETABLES,82,65.48
PRODUCE,VALUE ADDED VEGETABLES,83,56.1
PRODUCE,VALUE ADDED VEGETABLES,84,55.49
PRODUCE,VALUE ADDED VEGETABLES,85,41.42
PRODUCE,VALUE ADDED VEGETABLES,86,56.51
PRODUCE,VALUE ADDED VEGETABLES,87,115.07
PRODUCE,VALUE ADDED VEGETABLES,88,60.22
PRODUCE,VALUE ADDED VEGETABLES,89,51.71
PRODUCE,VALUE ADDED VEGETABLES,90,59.72
PRODUCE,VALUE ADDED VEGETABLES,91,119.99
PRODUCE,VALUE ADDED VEGETABLES,92,228.49
PRODUCE,VALUE ADDED VEGETABLES,93,86.79
PRODUCE,VALUE ADDED VEGETABLES,94,133.96
PRODUCE,VALUE ADDED VEGETABLES,95,71.08
PRODUCE,VALUE ADDED VEGETABLES,96,71.41
PRODUCE,VALUE ADDED VEGETABLES,97,95.25
PRODUCE,VALUE ADDED VEGETABLES,98,82.86
PRODUCE,VALUE ADDED VEGETABLES,99,93.01
PRODUCE,VALUE ADDED VEGETABLES,100,44.68
PRODUCE,VALUE ADDED VEGETABLES,101,116.05
PRODUCE,VALUE ADDED VEGETABLES,102,44.86
PRODUCE,VEGETABLES - ALL OTHERS,1,41.79
PRODUCE,VEGETABLES - ALL OTHERS,2,43.16
PRODUCE,VEGETABLES - ALL OTHERS,3,54.35
PRODUCE,VEGETABLES - ALL OTHERS,4,43.67
PRODUCE,VEGETABLES - ALL OTHERS,5,116.3
PRODUCE,VEGETABLES - ALL OTHERS,6,102.18
PRODUCE,VEGETABLES - ALL OTHERS,7,133.95
PRODUCE,VEGETABLES - ALL OTHERS,8,92.8
PRODUCE,VEGETABLES - ALL OTHERS,9,153.78
PRODUCE,VEGETABLES - ALL OTHERS,10,193.5
